MUNICIPIO;UF;Total_Postos;Total_PAE;Total_Agências;Populacao;Coeficiente de ajuste populacional;IDHM;Nível de bancarização;Teledensidade estadual;Probabilidade_de_conversão;Clientes_Convertidos
ESTRELA DO INDAIA ;MG;1,000000;;;7029;10;0,610000;0,000142;0,225210;0,110000;8
ESTRELA DO NORTE;MG;2,000000;3,000000;;5215;10;0,657000;0,000959;0,303547;0,300000;16
ESTRELA DO SUL;MG;2,000000;2,000000;1,000000;3424;5;0,605000;0,001460;0,462325;2,500000;86
ESTRELA D'OESTE ;MG;1,000000;2,000000;4,000000;3424;5;0,605000;0,002044;0,462325;2,500000;86
ESTRELA VELHA ;ES;1,000000;1,000000;1,000000;19976;10;0,661000;0,000150;0,104025;0,110000;22
EUCLIDES DA CUNHA ;SP;2,000000;3,000000;4,000000;4974;5;0,632000;0,001809;0,135304;0,910000;45
EUCLIDES DA CUNHA PAULISTA;MG;1,000000;2,000000;1,000000;4270;5;0,734000;0,000937;0,370726;5,270000;225
EUGENIO DE CASTRO ;MG;1,000000;;1,000000;11086;10;0,623000;0,000180;0,142793;0,080000;9
EUGENOPOLIS ;GO;3,000000;4,000000;1,000000;7614;10;0,764000;0,001051;0,478986;2,160000;164
EUSEBIO ;MG;1,000000;5,000000;5,000000;4778;5;0,683000;0,002302;0,331310;3,280000;157
EXTREMA ;MG;9,000000;8,000000;5,000000;6943;10;0,608000;0,003169;0,227999;0,100000;7
EXTREMOZ;MG;2,000000;3,000000;1,000000;6868;10;0,670000;0,000874;0,230489;0,280000;19
EXU ;SP;1,000000;2,000000;1,000000;6025;10;0,609000;0,000664;0,111701;0,050000;3
FAGUNDES;SP;1,000000;1,000000;;11211;10;0,718000;0,000178;0,060030;0,150000;17
FAGUNDES VARELA ;RS;3,000000;1,000000;;9010;10;0,725000;0,000444;0,015760;0,040000;4
FARIAS BRITO;MS;2,000000;2,000000;;33119;15;0,670000;0,000121;0,040128;0,010000;3
FARO;TO;1,000000;1,000000;1,000000;2008;5;0,639000;0,001494;0,238048;1,690000;34
FARROUPILHA ;AL;12,000000;27,000000;8,000000;7185;10;0,757000;0,006541;0,106193;0,440000;32
FARTURA ;PR;4,000000;3,000000;3,000000;3405;5;0,532000;0,002937;0,215565;0,610000;21
FATIMA;SP;3,000000;2,000000;;11067;10;0,767000;0,000452;0,060811;0,290000;32
FATIMA DO SUL ;MT;1,000000;6,000000;3,000000;41038;15;0,742000;0,000244;0,260466;0,200000;82
FAXINAL ;BA;3,000000;4,000000;4,000000;2112;5;0,690000;0,005208;1,860795;19,400000;410
FAXINAL DO SOTURNO;MG;3,000000;3,000000;3,000000;8159;10;0,591000;0,001103;0,194019;0,070000;6
FAXINAL DOS GUEDES;MG;4,000000;4,000000;2,000000;12240;10;0,673000;0,000817;0,129330;0,160000;20
FAXINALZINHO;PA;3;;;3655;5;0,688000;0,000821;0,505335;5,190000;190
FAZENDA NOVA;PI;;1,000000;1,000000;5048;10;0,615000;0,000396;0,578645;0,300000;15
FAZENDA VILANOVA;PI;1,000000;;1,000000;6922;10;0,587000;0,000289;0,421988;0,140000;10
FEIJO ;MG;1,000000;3,000000;3,000000;15487;10;0,549000;0,000452;0,102215;0,020000;3
FEIRA DA MATA ;BA;1,000000;1,000000;;9565;10;0,622000;0,000209;0,410873;0,240000;23
FEIRA DE SANTANA;RS;27,000000;56,000000;32,000000;4451;5;0,632000;0,025837;0,031903;0,210000;9
FEIRA GRANDE;MA;2,000000;2,000000;;4065;5;0,708000;0,000984;0,295449;3,500000;142
FEIRA NOVA DO MARANHAO;MG;1,000000;1,000000;;23372;15;0,691000;0,000086;0,067731;0,020000;5
FELICIO DOS SANTOS;MG;1,000000;1,000000;;2527;5;0,709000;0,000791;0,626435;7,480000;189
FELIPE GUERRA ;ES;1,000000;1,000000;;5232;10;0,687000;0,000382;0,397171;0,620000;32
FELISBURGO;PI;2,000000;1,000000;1,000000;2997;5;0,669000;0,001335;0,974641;8,710000;261
FELIZ ;MG;2,000000;6,000000;3,000000;4354;5;0,742000;0,002526;0,363574;5,450000;237
FELIZ DESERTO ;RS;1,000000;1,000000;;4186;5;0,701000;0,000478;0,033923;0,380000;16
FELIZ NATAL ;PB;3,000000;2,000000;1,000000;6619;10;0,697000;0,000906;0,194742;0,350000;23
FENIX ;MG;1,000000;;1,000000;2999;5;0,545000;0,000667;0,527843;1,690000;51
FERNANDES PINHEIRO;MG;2,000000;1,000000;;10413;10;0,686000;0,000288;0,152022;0,230000;24
FERNANDES TOURINHO;MG;1,000000;1,000000;;10223;10;0,636000;0,000196;0,154847;0,110000;11
FERNANDO DE NORONHA ;ES;;1,000000;2,000000;5154;10;0,719000;0,000582;0,403182;0,990000;51
FERNANDO PRESTES;MG;1,000000;2,000000;1,000000;13427;10;0,654000;0,000298;0,117897;0,110000;15
FERNANDOPOLIS ;MG;10,000000;7,000000;7,000000;6771;10;0,629000;0,003545;0,233791;0,150000;10
FERRAZ DE VASCONCELOS ;PE;4,000000;6,000000;8,000000;4230;5;0,692000;0,004255;1,442790;15,260000;645
FERREIRA GOMES;PR;1,000000;;;1533;5;0,589000;0,000652;0,478800;2,260000;35
FERREIROS ;MS;1,000000;1,000000;;19079;10;0,699000;0,000105;0,069658;0,130000;25
FERROS;SP;2,000000;3,000000;1,000000;5975;10;0,724000;0,001004;0,112636;0,300000;18
FERVEDOURO;MG;3,000000;2,000000;;8869;10;0,738000;0,000564;0,178487;0,570000;51
FIGUEIRA;MS;1,000000;1,000000;1,000000;8878;10;0,706000;0,000338;0,149696;0,310000;28
FIGUEIRAO ;PR;2,000000;1,000000;;1912;5;0,747000;0,001569;0,383891;5,950000;114
FIGUEIROPOLIS D'OESTE ;SC;2,000000;1,000000;;5983;10;0,706000;0,000501;0,673074;1,380000;83
FILADELFIA;RS;3,000000;4,000000;1,000000;4462;5;0,716000;0,001793;0,031824;0,400000;18
FIRMINO ALVES ;RN;1,000000;1,000000;;4115;5;0,724000;0,000486;0,230134;3,050000;126
FIRMINOPOLIS;PR;1,000000;3,000000;3,000000;1975;5;0,621000;0,003544;0,371646;2,290000;45
FLEXEIRAS ;GO;1,000000;2,000000;;7072;10;0,546000;0,000424;0,515696;0,080000;6
FLOR DA SERRA DO SUL;SP;2,000000;1,000000;;5552;10;0,668000;0,000540;0,121218;0,140000;8
FLOR DO SERTAO;SP;2,000000;;;7247;10;0,776000;0,000276;0,092866;0,490000;36
FLORAI;RJ;3,000000;;;47043;15;0,748000;0,000064;0,212253;0,180000;85
FLORANIA;PB;1,000000;1,000000;;12433;10;0,659000;0,000161;0,103676;0,110000;14
FLOREAL ;TO;1,000000;1,000000;;11528;10;0,603000;0,000173;0,041464;0,020000;2
FLORES;SP;2,000000;2,000000;1,000000;3582;5;0,679000;0,001396;0,187884;1,810000;65
FLORES DA CUNHA ;MA;5,000000;7,000000;5,000000;4686;5;0,744000;0,003628;0,256295;3,900000;183
FLORES DE GOIAS ;RJ;1,000000;2,000000;;10023;10;0,533000;0,000299;0,996209;0,120000;12
FLORES DO PIAUI ;MG;1,000000;1,000000;;11401;10;0,711000;0,000175;0,138847;0,310000;35
FLORESTA AZUL ;ES;;1,000000;1,000000;7870;10;0,745000;0,000254;0,264041;0,930000;73
FLORESTA DO ARAGUAIA;GO;2,000000;1,000000;1,000000;6064;10;0,662000;0,000660;0,601418;0,650000;39
FLORESTAL ;GO;3,000000;3,000000;;22835;15;0,702000;0,000263;0,159711;0,050000;11
FLORESTOPOLIS ;AM;1,000000;1,000000;;3688;5;0,739000;0,000542;0,052332;0,770000;28
FLORIANO;SP;2,000000;8,000000;4,000000;12467;10;0,563000;0,001123;0,053983;0,010000;1
FLORIANO PEIXOTO;MS;2,000000;1,000000;;35700;15;0,684000;0,000084;0,037227;0,010000;4
FLORIANOPOLIS ;RS;101,000000;133,000000;90,000000;12400;10;0,691000;0,026129;0,011452;0,020000;2
FLORIDA PAULISTA;PA;;2;2;15544;10;0,717000;0,000257;0,118824;0,280000;44
FONTOURA XAVIER ;PI;3,000000;2,000000;2,000000;14575;10;0,695000;0,000480;0,200412;0,350000;51
FORMIGA ;SP;7,000000;11,000000;5,000000;17936;10;0,595000;0,001282;0,037522;0,010000;2
FORMIGUEIRO ;BA;2,000000;1,000000;1,000000;4930;5;0,747000;0,000811;0,797160;12,360000;609
FORMOSA ;MG;5,000000;8,000000;7,000000;3697;5;0,623000;0,005410;0,428185;2,680000;99
FORMOSA DA SERRA NEGRA;PB;1,000000;1,000000;1,000000;8126;10;0,685000;0,000369;0,158627;0,240000;20
FORMOSA DO RIO PRETO;SP;;3,000000;3,000000;3539;5;0,730000;0,001695;0,190167;2,630000;93
FORMOSA DO SUL;SP;2,000000;;;2449;5;0,735000;0,000817;0,274806;3,930000;96
FORQUETINHA ;RN;2,000000;;;3227;5;0,767000;0,000620;0,293461;5,190000;167
FORQUILHA ;BA;1,000000;2,000000;1,000000;22880;15;0,629000;0,000175;0,171766;0,010000;2
FORTALEZA ;PR;95,000000;226,000000;182,000000;16446;10;0,657000;0,030585;0,044631;0,040000;7
FORTALEZA DE MINAS;PR;1,000000;2,000000;1,000000;25960;15;0,752000;0,000154;0,028274;0,030000;8
FORTALEZA DO TABOCAO;MG;1,000000;1,000000;;5933;10;0,730000;0,000337;0,266813;0,760000;45
FORTALEZA DOS NOGUEIRAS ;SP;;2,000000;2,000000;13981;10;0,644000;0,000286;0,048137;0,040000;6
FORTALEZA DOS VALOS ;MG;1,000000;1,000000;2,000000;11202;10;0,732000;0,000357;0,141314;0,420000;47
FORTIM;RJ;2,000000;2,000000;;21249;15;0,655000;0,000188;0,469904;0,050000;11
FORTUNA ;RS;;2,000000;1,000000;7241;10;0,722000;0,000414;0,019611;0,050000;4
FORTUNA DE MINAS;MG;1,000000;2,000000;;14071;10;0,717000;0,000213;0,112501;0,270000;38
FOZ DO IGUACU ;BA;35,000000;60,000000;21,000000;982;5;0,634000;0,118126;4,002037;27,330000;268
FOZ DO JORDAO ;SC;1,000000;;;5377;10;0,615000;0,000186;0,748931;0,390000;21
FRAIBURGO ;MG;5,000000;4,000000;4,000000;3218;5;0,657000;0,004040;0,491920;4,010000;129
FRANCINOPOLIS ;RS;1,000000;1,000000;;15380;10;0,761000;0,000130;0,009233;0,040000;6
FRANCISCO ALVES ;RS;3,000000;1,000000;;4596;5;0,703000;0,000870;0,030896;0,350000;16
FRANCISCO BADARO;AM;1,000000;1,000000;;2758;5;0,680000;0,000725;0,069978;0,680000;19
FRANCISCO DUMONT;RN;1,000000;;;20393;15;0,653000;0,000049;0,046438;0,010000;2
FRANCISCO SA;RS;2,000000;7,000000;3,000000;6054;10;0,712000;0,001982;0,023456;0,050000;3
FRANCISCO SANTOS;CE;1,000000;1,000000;;2982;5;0,776000;0,000671;0,766935;14,390000;429
FRANCO DA ROCHA ;SC;5,000000;11,000000;7,000000;7225;10;0,584000;0,003183;0,557370;0,170000;12
FRECHEIRINHA;RS;;1,000000;2,000000;10560;10;0,726000;0,000284;0,013447;0,040000;4
FREDERICO WESTPHALEN;RS;4,000000;6,000000;4,000000;2061;5;0,716000;0,006793;0,068899;0,860000;18
FREI GASPAR ;RS;1,000000;1,000000;;3170;5;0,681000;0,000631;0,044795;0,440000;14
FREI INOCENCIO;SC;2,000000;3,000000;;4819;5;0,685000;0,001038;0,835651;8,400000;405
FREI MIGUELINHO ;MG;1,000000;1,000000;;6802;10;0,723000;0,000294;0,232726;0,610000;41
FREI PAULO;PE;;1,000000;3,000000;4418;5;0,625000;0,000905;1,381394;8,780000;388
FREI ROGERIO;RS;1,000000;1,000000;;18958;10;0,632000;0,000105;0,007490;0,010000;2
FRONTEIRA DOS VALES ;MG;1,000000;1,000000;;3287;5;0,671000;0,000608;0,481594;4,370000;144
FUNDAO;TO;1,000000;6,000000;2,000000;2885;5;0,689000;0,003120;0,165685;1,720000;50
FUNILANDIA;PI;;1,000000;;1665;5;0,605000;0,000601;1,754354;9,480000;158
GABRIEL MONTEIRO;MA;;;1,000000;11139;10;0,570000;0,000090;0,107819;0,030000;3
GALILEIA;RO;2,000000;2,000000;;17104;10;0,636000;0,000234;0,455741;0,330000;56
GALVAO;MG;3,000000;1,000000;1,000000;4048;5;0,672000;0,001235;0,391057;3,570000;145
GAMELEIRAS;SP;1,000000;1,000000;;10484;10;0,685000;0,000191;0,064193;0,100000;10
GANDU ;SP;;3,000000;3,000000;4710;5;0,787000;0,001274;0,142887;2,880000;136
GARANHUNS ;BA;7,000000;15,000000;9,000000;44471;15;0,696000;0,000697;0,088372;0,030000;13
GARARU;RS;1,000000;1,000000;1,000000;4878;5;0,589000;0,000615;0,029110;0,140000;7
GARIBALDI ;SE;5,000000;9,000000;6,000000;15591;10;0,753000;0,001283;2,951446;11,530000;1798
GAROPABA;RS;4,000000;6,000000;4,000000;5940;10;0,647000;0,002357;0,023906;0,020000;1
GARRUCHOS ;MG;1,000000;;1,000000;50672;15;0,754000;0,000039;0,031240;0,030000;15
GASPAR;MA;14,000000;6,000000;5,000000;11386;10;0,740000;0,002196;0,105480;0,350000;40
GASTAO VIDIGAL;RS;;;1,000000;11407;10;0,659000;0,000088;0,012448;0,010000;1
GAUCHA DO NORTE ;SP;3,000000;2,000000;1,000000;42527;15;0,767000;0,000141;0,015825;0,020000;9
GAURAMA ;MG;2,000000;1,000000;2,000000;34399;15;0,710000;0,000145;0,046019;0,020000;7
GAVIAO;AL;1,000000;;;2325;5;0,534000;0,000430;0,328172;0,950000;22
GAVIAO PEIXOTO;MG;5,000000;4,000000;;18255;10;0,676000;0,000493;0,086716;0,120000;22
GENERAL CAMARA;SP;2,000000;1,000000;1,000000;3491;5;0,707000;0,001146;0,192781;2,270000;79
GENERAL CARNEIRO;GO;5,000000;4,000000;;2770;5;0,740000;0,003249;1,316606;19,480000;540
GENERAL SALGADO ;MG;3,000000;2,000000;3,000000;3264;5;0,696000;0,002451;0,484988;5,280000;172
GENERAL SAMPAIO ;RS;2,000000;1,000000;;8018;10;0,760000;0,000374;0,017710;0,080000;6
GENTIL;BA;2,000000;;;8419;10;0,679000;0,000238;0,466801;0,650000;55
GENTIO DO OURO;SP;1,000000;1,000000;;3650;5;0,567000;0,000548;0,184384;0,720000;26
GETULIO VARGAS;MG;4,000000;4,000000;3,000000;9325;10;0,712000;0,001180;0,169759;0,380000;35
GILBUES ;BA;;1,000000;1,000000;2352;5;0,675000;0,000850;1,670918;15,610000;367
GIRAU DO PONCIANO ;CE;;3,000000;3,000000;11330;10;0,677000;0,000530;0,201853;0,270000;31
GLAUCILANDIA;MG;1,000000;1,000000;;54337;15;0,676000;0,000037;0,029133;0,010000;5
GLICERIO;RN;2,000000;1,000000;;3923;5;0,732000;0,000765;0,241397;3,380000;133
GLORIA;PE;1,000000;2,000000;;36951;15;0,660000;0,000081;0,165165;0,020000;7
GLORIA DO GOITA ;GO;2,000000;2,000000;;11215;10;0,763000;0,000357;0,325189;1,450000;163
GLORIA D'OESTE;GO;2,000000;1,000000;;11215;10;0,763000;0,000267;0,325189;1,450000;163
GLORINHA;MG;2,000000;1,000000;1,000000;2741;5;0,650000;0,001459;0,577526;4,470000;123
GODOFREDO VIANA ;MG;1,000000;1,000000;;6576;10;0,717000;0,000304;0,240724;0,580000;38
GODOY MOREIRA ;CE;1,000000;;;2376;5;0,687000;0,000421;0,962542;9,820000;233
GOIABEIRA ;PA;1;1;;3221;5;0,633000;0,000621;0,573424;3,890000;125
GOIANA;PR;7,000000;11,000000;6,000000;19389;10;0,563000;0,001238;0,037857;0,010000;2
GOIANAPOLIS ;RS;1,000000;2,000000;2,000000;7070;10;0,715000;0,000707;0,020085;0,050000;4
GOIANDIRA ;SP;1,000000;1,000000;1,000000;3041;5;0,777000;0,000987;0,221309;4,180000;127
GOIANESIA ;PI;7,000000;6,000000;5,000000;73061;15;0,732000;0,000246;0,039980;0,020000;15
GOIANIA ;BA;165,000000;316,000000;185,000000;5319;10;0,559000;0,125212;0,738861;0,150000;8
GOIANINHA ;MS;1,000000;4,000000;4,000000;3830;5;0,697000;0,002350;0,346997;3,810000;146
GOIANIRA;PR;2,000000;2,000000;3,000000;17845;10;0,714000;0,000392;0,041132;0,090000;16
GOIANORTE ;RS;1,000000;1,000000;;19170;10;0,687000;0,000104;0,007407;0,010000;2
GOIAS ;SC;1,000000;4,000000;4,000000;17316;10;0,720000;0,000520;0,232559;0,580000;100
GOIATINS;RS;2,000000;1,000000;;6663;10;0,758000;0,000450;0,021312;0,090000;6
GOIATUBA;GO;2,000000;3,000000;5,000000;10649;10;0,666000;0,000939;0,342473;0,390000;42
GOIOERE ;PR;4,000000;4,000000;4,000000;2284;5;0,685000;0,005254;0,321366;3,230000;74
GOIOXIM ;RS;2,000000;1,000000;;5553;10;0,720000;0,000540;0,025572;0,060000;3
GONCALVES DIAS;BA;2,000000;4,000000;;4608;5;0,539000;0,001302;0,852865;2,590000;119
GONZAGA ;AL;2,000000;1,000000;;5661;10;0,712000;0,000530;0,134782;0,300000;17
GOUVELANDIA ;SE;1,000000;1,000000;1,000000;22178;15;0,600000;0,000135;2,074849;0,070000;16
GOVERNADOR ARCHER ;MA;2,000000;2,000000;;5601;10;0,584000;0,000714;0,214426;0,070000;4
GOVERNADOR DIX-SEPT ROSADO;RN;2,000000;2,000000;;8484;10;0,606000;0,000471;0,111622;0,050000;4
GOVERNADOR EDISON LOBAO ;MG;1,000000;1,000000;;4704;5;0,636000;0,000425;0,336522;2,330000;110
GOVERNADOR EUGENIO BARROS ;MG;2,000000;2,000000;;5997;10;0,583000;0,000667;0,263965;0,080000;5
GOVERNADOR JORGE TEIXEIRA ;RS;5,000000;2,000000;;7504;10;0,648000;0,000933;0,018923;0,020000;2
GOVERNADOR LINDENBERG ;AL;3,000000;1,000000;1,000000;15433;10;0,750000;0,000324;0,049440;0,190000;29
GOVERNADOR LUIZ ROCHA ;MT;1,000000;1,000000;;13640;10;0,565000;0,000147;0,783651;0,170000;23
GOVERNADOR MANGABEIRA ;PR;2,000000;3,000000;1,000000;4779;5;0,692000;0,001255;0,153589;1,620000;77
GOVERNADOR NEWTON BELLO ;PR;1,000000;1,000000;;14522;10;0,716000;0,000138;0,050544;0,120000;17
GOVERNADOR NUNES FREIRE ;MG;2,000000;3,000000;2,000000;4748;5;0,645000;0,001474;0,333404;2,480000;118
GOVERNADOR VALADARES;PE;16,000000;46,000000;20,000000;5602;10;0,646000;0,014638;1,089432;0,920000;52
GRACA ;MA;2,000000;2,000000;;3466;5;0,788000;0,001154;0,346509;7,020000;243
GRACA ARANHA;RN;1,000000;1,000000;;3101;5;0,443000;0,000645;0,305385;0,350000;11
GRACCHO CARDOSO ;SP;;2,000000;;10460;10;0,597000;0,000191;0,064340;0,020000;2
GRAJAU;SP;1,000000;7,000000;4,000000;3067;5;0,758000;0,003913;0,219433;3,660000;112
GRAMADO ;SP;6,000000;7,000000;6,000000;5794;10;0,797000;0,003279;0,116155;0,800000;46
GRAMADO XAVIER;AP;1,000000;;1,000000;1727;5;0,738000;0,001158;0,678054;9,900000;171
GRANITO ;MG;1,000000;1,000000;;7967;10;0,622000;0,000251;0,198695;0,110000;9
GRANJA;MG;;2,000000;3,000000;12170;10;0,603000;0,000411;0,130074;0,060000;7
GRANJEIRO ;PR;1,000000;1,000000;;9696;10;0,580000;0,000206;0,075701;0,020000;2
GRAO MOGOL;MS;1,000000;2,000000;1,000000;11054;10;0,677000;0,000362;0,120228;0,160000;18
GRAO PARA ;TO;3,000000;1,000000;;7696;10;0,660000;0,000520;0,062110;0,060000;5
GRAVATA ;MT;5,000000;5,000000;5,000000;3059;5;0,689000;0,004904;3,494279;36,170000;1106
GRAVATAI;TO;28,000000;51,000000;15,000000;5243;10;0,679000;0,017929;0,091169;0,130000;7
GRAVATAL;BA;3,000000;3,000000;1,000000;3452;5;0,565000;0,002028;1,138470;4,370000;151
GROAIRAS;BA;2,000000;2,000000;;8874;10;0,621000;0,000451;0,442867;0,250000;22
GROSSOS ;GO;1,000000;2,000000;;16345;10;0,578000;0,000184;0,223126;0,060000;10
GRUPIARA;AL;1,000000;;;5629;10;0,732000;0,000178;0,135548;0,400000;23
GUABIJU ;PR;2,000000;;;13449;10;0,527000;0,000149;0,054577;0,010000;1
GUABIRUBA ;SC;5,000000;5,000000;2,000000;12807;10;0,682000;0,000937;0,314437;0,460000;59
GUACUI;SP;1,000000;6,000000;4,000000;4603;5;0,708000;0,002390;0,146209;1,730000;80
GUADALUPE ;PR;1,000000;1,000000;1,000000;1579;5;0,727000;0,001900;0,464851;6,290000;99
GUAIBA;RN;8,000000;18,000000;7,000000;1430;5;0,745000;0,023077;0,662238;10,130000;145
GUAICARA;SP;1,000000;1,000000;1,000000;4906;5;0,642000;0,000611;0,137179;1,000000;49
GUAIMBE ;PE;;;1,000000;9786;10;0,747000;0,000102;0,623646;2,250000;220
GUAIRA;RS;9,000000;13,000000;10,000000;2900;5;0,556000;0,011034;0,048966;0,170000;5
GUAIRACA;GO;2,000000;1,000000;;22618;15;0,754000;0,000133;0,161243;0,160000;36
GUAJARA ;PE;1,000000;1,000000;;17005;10;0,547000;0,000118;0,358894;0,060000;10
GUAJARA-MIRIM ;PR;1,000000;4,000000;4,000000;4462;5;0,626000;0,002017;0,164500;1,050000;47
GUAJERU ;BA;1,000000;2,000000;;6851;10;0,736000;0,000438;0,573639;1,780000;122
GUAMIRANGA;PI;2,000000;;;10575;10;0,583000;0,000189;0,276217;0,080000;8
GUANHAES;PR;1,000000;3,000000;4,000000;2560;5;0,724000;0,003125;0,286719;3,800000;97
GUAPE ;PI;1,000000;5,000000;1,000000;7533;10;0,701000;0,000929;0,387761;0,740000;56
GUAPIACU;RS;;3,000000;4,000000;10453;10;0,700000;0,000670;0,013585;0,030000;3
GUAPIARA;SC;1,000000;1,000000;2,000000;60025;15;0,663000;0,000067;0,067089;0,010000;6
GUAPIMIRIM;PR;1,000000;4,000000;3,000000;1737;5;0,847000;0,004606;0,422568;12,280000;213
GUAPO ;SP;1,000000;3,000000;2,000000;2699;5;0,715000;0,002223;0,249352;3,110000;84
GUAPORE ;AM;5,000000;6,000000;5,000000;14790;10;0,713000;0,001082;0,013049;0,030000;4
GUARA ;RS;2,000000;5,000000;4,000000;2653;5;0,530000;0,004146;0,053524;0,150000;4
GUARABIRA ;MG;2,000000;9,000000;5,000000;17005;10;0,661000;0,000941;0,093090;0,100000;17
GUARACAI;RS;2,000000;1,000000;2,000000;10241;10;0,755000;0,000488;0,013866;0,060000;6
GUARACI ;GO;3,000000;2,000000;1,000000;67822;15;0,682000;0,000088;0,053773;0,010000;7
GUARACIABA;MA;4,000000;4,000000;2,000000;6616;10;0,744000;0,001511;0,181530;0,630000;42
GUARAI;BA;1,000000;4,000000;4,000000;19258;10;0,723000;0,000467;0,204071;0,530000;102
GUARAMIRANGA;SC;1,000000;2,000000;;6460;10;0,618000;0,000464;0,623375;0,340000;22
GUARAMIRIM;MG;8,000000;6,000000;4,000000;25857;15;0,715000;0,000696;0,061221;0,030000;8
GUARANESIA;GO;2,000000;7,000000;2,000000;2495;5;0,715000;0,004409;1,461723;18,210000;454
GUARANI ;TO;1,000000;5,000000;1,000000;4172;5;0,640000;0,001678;0,114573;0,820000;34
GUARANI DAS MISSOES ;TO;1,000000;1,000000;2,000000;4172;5;0,640000;0,000959;0,114573;0,820000;34
GUARANI DE GOIAS;TO;1,000000;1,000000;;4172;5;0,640000;0,000479;0,114573;0,820000;34
GUARANI D'OESTE ;RS;1,000000;2,000000;;9688;10;0,670000;0,000310;0,014657;0,020000;2
GUARANIACU;CE;4,000000;1,000000;2,000000;24452;15;0,753000;0,000286;0,093530;0,090000;22
GUARANTA;MG;2,000000;2,000000;;27211;15;0,754000;0,000147;0,058175;0,060000;16
GUARAPARI ;MA;6,000000;21,000000;10,000000;4437;5;0,659000;0,008339;0,270678;2,240000;99
GUARAPUAVA;RS;26,000000;16,000000;13,000000;2602;5;0,616000;0,021138;0,054573;0,320000;8
GUARAQUECABA;CE;1,000000;1,000000;;12647;10;0,756000;0,000158;0,180833;0,740000;94
GUARARAPES;MA;3,000000;4,000000;5,000000;4285;5;0,624000;0,002800;0,280280;1,770000;76
GUARAREMA ;MG;1,000000;5,000000;4,000000;16631;10;0,580000;0,000601;0,095184;0,030000;5
GUARATINGA;PR;2,000000;2,000000;;15567;10;0,696000;0,000257;0,047151;0,080000;12
GUARATINGUETA ;PR;20,000000;16,000000;9,000000;2967;5;0,751000;0,015167;0,247388;3,940000;117
GUARDA-MOR;SP;1,000000;2,000000;1,000000;4556;5;0,731000;0,000878;0,147717;2,060000;94
GUAREI;PI;2,000000;2,000000;1,000000;36584;15;0,780000;0,000137;0,079844;0,130000;48
GUARINOS;PI;1,000000;1,000000;;5347;10;0,669000;0,000374;0,546288;0,650000;35
GUARUJA ;MG;16,000000;20,000000;22,000000;5993;10;0,577000;0,009678;0,264141;0,070000;4
GUARUJA DO SUL;PR;3,000000;1,000000;;4323;5;0,622000;0,000925;0,169789;1,050000;45
GUARULHOS ;RN;106,000000;159,000000;109,000000;10321;10;0,774000;0,036237;0,091755;0,470000;49
GUATAPARA ;PI;2,000000;1,000000;;2813;5;0,625000;0,001066;1,038393;6,600000;186
GUAXUPE ;SP;7,000000;13,000000;5,000000;5242;10;0,553000;0,004769;0,128386;0,020000;1
GUIA LOPES DA LAGUNA;MG;1,000000;2,000000;1,000000;3200;5;0,703000;0,001250;0,494688;5,660000;181
GUIMARANIA;SP;1,000000;3,000000;1,000000;9372;10;0,603000;0,000534;0,071810;0,030000;3
GUIRATINGA;CE;2,000000;1,000000;2,000000;5338;10;0,731000;0,000937;0,428438;1,240000;66
GURINHATA ;MG;2,000000;1,000000;1,000000;14134;10;0,760000;0,000283;0,111999;0,480000;68
GURUPA;MG;1,000000;2,000000;1,000000;5869;10;0,648000;0,000682;0,269722;0,230000;13
GURUPI;PB;6,000000;9,000000;7,000000;9664;10;0,543000;0,002276;0,133382;0,020000;2
GUZOLANDIA;PE;1,000000;1,000000;;3487;5;0,641000;0,000574;1,750215;12,630000;440
HARMONIA;SE;1,000000;1,000000;1,000000;2989;5;0,576000;0,001004;15,395115;65,070000;1945
HEITORAI;SC;1,000000;1,000000;;15546;10;0,589000;0,000129;0,259038;0,090000;14
HELIODORA ;MG;1,000000;2,000000;1,000000;15556;10;0,682000;0,000257;0,101761;0,150000;23
HELIOPOLIS;MG;1,000000;1,000000;;1970;5;0,684000;0,001015;0,803553;8,020000;158
HERCULANDIA ;PI;;2,000000;2,000000;18492;10;0,592000;0,000216;0,157960;0,060000;11
HERVAL;MG;1,000000;;1,000000;4561;5;0,619000;0,000439;0,347073;2,100000;96
HERVAL D'OESTE;MG;5,000000;3,000000;2,000000;11659;10;0,544000;0,000858;0,135775;0,020000;2
HERVEIRAS ;RN;1,000000;1,000000;;5299;10;0,730000;0,000377;0,178713;0,510000;27
HIDROLINA ;MG;2,000000;1,000000;;4041;5;0,718000;0,000742;0,391735;4,980000;201
HONORIO SERPA ;PB;3,000000;;;4392;5;0,763000;0,000683;0,293488;5,060000;222
HORIZONTE ;SP;2,000000;4,000000;4,000000;2776;5;0,513000;0,003602;0,242435;0,570000;16
HORIZONTINA ;MG;8,000000;3,000000;4,000000;8303;10;0,709000;0,001807;0,190654;0,410000;34
HORTOLANDIA ;RN;16,000000;17,000000;13,000000;6482;10;0,654000;0,007097;0,146097;0,140000;9
HULHA NEGRA ;SC;1,000000;1,000000;1,000000;6790;10;0,564000;0,000442;0,593078;0,130000;9
HUMAITA ;PE;4,000000;4,000000;5,000000;2845;5;0,708000;0,004569;2,145167;25,440000;724
HUMBERTO DE CAMPOS;GO;2,000000;2,000000;;2791;5;0,602000;0,001433;1,306700;6,890000;192
